,index,video_id,video_path,duration,begin_frame,end_frame,captions,subject,predicate,object
8071,4305,v_CcMic7jNIuE,https://www.youtube.com/watch?v=CcMic7jNIuE,60.59,58.16,60.59, He drops it on the ground and walks away.,man,drop on,ground
8072,4308,v_9wMEbyzxNHI,https://www.youtube.com/watch?v=9wMEbyzxNHI,162.14,0,9.72,men are talking to the camera sitting in a chair.,camera,sit in,chair
8073,4309,v_9wMEbyzxNHI,https://www.youtube.com/watch?v=9wMEbyzxNHI,162.14,0,101.33," men taking off their glasses and shave the half of their faces while a woman is putting some makeup on them, doing their eyebrows and putting some eyeliner and lashes.",men,take off,glasses
8074,4309,v_9wMEbyzxNHI,https://www.youtube.com/watch?v=9wMEbyzxNHI,162.14,0,101.33," men taking off their glasses and shave the half of their faces while a woman is putting some makeup on them, doing their eyebrows and putting some eyeliner and lashes.",men,shave,face
8075,4310,v_9wMEbyzxNHI,https://www.youtube.com/watch?v=9wMEbyzxNHI,162.14,0,101.33," men taking off their glasses and shave the half of their faces while a woman is putting some makeup on them, doing their eyebrows and putting some eyeliner and lashes.",woman,put,eyeliner
8076,4310,v_9wMEbyzxNHI,https://www.youtube.com/watch?v=9wMEbyzxNHI,162.14,0,101.33," men taking off their glasses and shave the half of their faces while a woman is putting some makeup on them, doing their eyebrows and putting some eyeliner and lashes.",woman,put,eyelashes
8077,4310,v_9wMEbyzxNHI,https://www.youtube.com/watch?v=9wMEbyzxNHI,162.14,0,101.33," men taking off their glasses and shave the half of their faces while a woman is putting some makeup on them, doing their eyebrows and putting some eyeliner and lashes.",woman,put,eyebrows
8078,4311,v_9wMEbyzxNHI,https://www.youtube.com/watch?v=9wMEbyzxNHI,162.14,100.52,162.14, men look at them in the mirror with the half way of the face with makeup and the oher half without makeup and are talking to the camera.,face,with,makeup
8079,4311,v_9wMEbyzxNHI,https://www.youtube.com/watch?v=9wMEbyzxNHI,162.14,100.52,162.14, men look at them in the mirror with the half way of the face with makeup and the oher half without makeup and are talking to the camera.,face,with,half
8080,4311,v_9wMEbyzxNHI,https://www.youtube.com/watch?v=9wMEbyzxNHI,162.14,100.52,162.14, men look at them in the mirror with the half way of the face with makeup and the oher half without makeup and are talking to the camera.,men,look at,face
8081,4311,v_9wMEbyzxNHI,https://www.youtube.com/watch?v=9wMEbyzxNHI,162.14,100.52,162.14, men look at them in the mirror with the half way of the face with makeup and the oher half without makeup and are talking to the camera.,men,with,face
8082,4313,v_V2MlQezL1IE,https://www.youtube.com/watch?v=V2MlQezL1IE,191.11,0,12.42,The video begins with a title screen.,title screen,is,video
8083,4315,v_V2MlQezL1IE,https://www.youtube.com/watch?v=V2MlQezL1IE,191.11,18.15,191.11, An older man is seen in a gym speaking to the camera while men play volleyball in the background.,men,play,volleyball
8084,4315,v_V2MlQezL1IE,https://www.youtube.com/watch?v=V2MlQezL1IE,191.11,18.15,191.11, An older man is seen in a gym speaking to the camera while men play volleyball in the background.,men,in,background
8085,4316,v_V2MlQezL1IE,https://www.youtube.com/watch?v=V2MlQezL1IE,191.11,22.93,39.18, A simulated screen showing a volleyball court shows while he speaks.,screen,show,volleyball court
8086,4316,v_V2MlQezL1IE,https://www.youtube.com/watch?v=V2MlQezL1IE,191.11,22.93,39.18, A simulated screen showing a volleyball court shows while he speaks.,screen,is,simulated
8087,4316,v_V2MlQezL1IE,https://www.youtube.com/watch?v=V2MlQezL1IE,191.11,22.93,39.18, A simulated screen showing a volleyball court shows while he speaks.,he,speak,
8088,4317,v_V2MlQezL1IE,https://www.youtube.com/watch?v=V2MlQezL1IE,191.11,44.9,177.75, The video then comes back to the older man who is directing the players.,man,direct,players
8089,4317,v_V2MlQezL1IE,https://www.youtube.com/watch?v=V2MlQezL1IE,191.11,44.9,177.75, The video then comes back to the older man who is directing the players.,video,come back to,man
8090,4318,v_V2MlQezL1IE,https://www.youtube.com/watch?v=V2MlQezL1IE,191.11,116.58,177.75, The men begin tossing a volleyball back and forth.,men,toss,volleyball
8091,4319,v_V2MlQezL1IE,https://www.youtube.com/watch?v=V2MlQezL1IE,191.11,178.69,191.11, The video ends with a final title screen.,title screen,is,final
8092,4320,v_MZz0OTfvjrY,https://www.youtube.com/watch?v=MZz0OTfvjrY,102.41,0,12.8,An Asian girl sitting at a desk describes arm wrestling.,girl,sit at,desk
8093,4320,v_MZz0OTfvjrY,https://www.youtube.com/watch?v=MZz0OTfvjrY,102.41,0,12.8,An Asian girl sitting at a desk describes arm wrestling.,girl,is,asian
8094,4321,v_MZz0OTfvjrY,https://www.youtube.com/watch?v=MZz0OTfvjrY,102.41,0,12.8,An Asian girl sitting at a desk describes arm wrestling.,girl,describe,arm wrestling
8095,4322,v_MZz0OTfvjrY,https://www.youtube.com/watch?v=MZz0OTfvjrY,102.41,12.8,17.4, the girl introduces An Asian boy who sits across from the Asian girl.,girl,introduce,boy
8096,4322,v_MZz0OTfvjrY,https://www.youtube.com/watch?v=MZz0OTfvjrY,102.41,12.8,17.4, the girl introduces An Asian boy who sits across from the Asian girl.,boy,is,asian
8097,4323,v_MZz0OTfvjrY,https://www.youtube.com/watch?v=MZz0OTfvjrY,102.41,12.8,17.4, the girl introduces An Asian boy who sits across from the Asian girl.,boy,sit across from,girl
8098,4324,v_MZz0OTfvjrY,https://www.youtube.com/watch?v=MZz0OTfvjrY,102.41,17.4,51.72, The girl and boy prepare to arm wrestle as a referee stands above the girl arm wrestler uses both arms and pushes in the wrong direction.,girl,use,arms
8099,4324,v_MZz0OTfvjrY,https://www.youtube.com/watch?v=MZz0OTfvjrY,102.41,17.4,51.72, The girl and boy prepare to arm wrestle as a referee stands above the girl arm wrestler uses both arms and pushes in the wrong direction.,girl,push in,direction
8100,4324,v_MZz0OTfvjrY,https://www.youtube.com/watch?v=MZz0OTfvjrY,102.41,17.4,51.72, The girl and boy prepare to arm wrestle as a referee stands above the girl arm wrestler uses both arms and pushes in the wrong direction.,direction,is,wrong
8101,4325,v_MZz0OTfvjrY,https://www.youtube.com/watch?v=MZz0OTfvjrY,102.41,17.4,51.72, The girl and boy prepare to arm wrestle as a referee stands above the girl arm wrestler uses both arms and pushes in the wrong direction.,referee,stand above,girl arm wrestler
8102,4326,v_MZz0OTfvjrY,https://www.youtube.com/watch?v=MZz0OTfvjrY,102.41,17.4,51.72, The girl and boy prepare to arm wrestle as a referee stands above the girl arm wrestler uses both arms and pushes in the wrong direction.,girl,prepare,arm wrestle
8103,4327,v_MZz0OTfvjrY,https://www.youtube.com/watch?v=MZz0OTfvjrY,102.41,51.72,62.47, The girl and boy arm wrestlers get into position again with the referee setting them up they begin wrestling.,boy,arm wrestle,girl
8104,4327,v_MZz0OTfvjrY,https://www.youtube.com/watch?v=MZz0OTfvjrY,102.41,51.72,62.47, The girl and boy arm wrestlers get into position again with the referee setting them up they begin wrestling.,boy,arm wrestle,boy
8105,4328,v_MZz0OTfvjrY,https://www.youtube.com/watch?v=MZz0OTfvjrY,102.41,51.72,62.47, The girl and boy arm wrestlers get into position again with the referee setting them up they begin wrestling.,referee,set,wrestlers
8106,4329,v_MZz0OTfvjrY,https://www.youtube.com/watch?v=MZz0OTfvjrY,102.41,62.99,102.41, The girl wrestler tries to wrestle using both arms and her body but falls to the floor.,girl,wrestle with,body
8107,4329,v_MZz0OTfvjrY,https://www.youtube.com/watch?v=MZz0OTfvjrY,102.41,62.99,102.41, The girl wrestler tries to wrestle using both arms and her body but falls to the floor.,girl,wrestle with,arms
8108,4330,v_MZz0OTfvjrY,https://www.youtube.com/watch?v=MZz0OTfvjrY,102.41,62.99,102.41, The girl wrestler tries to wrestle using both arms and her body but falls to the floor.,girl,wrestle,girl
8109,4330,v_MZz0OTfvjrY,https://www.youtube.com/watch?v=MZz0OTfvjrY,102.41,62.99,102.41, The girl wrestler tries to wrestle using both arms and her body but falls to the floor.,girl,fall to,floor
8110,4331,v_Cp4a_gN4pDQ,https://www.youtube.com/watch?v=Cp4a_gN4pDQ,65.18,0,31.29,Three men are seen sitting behind a set of bongo drums playing quickly while several camera flashes are shown.,men,sit behind,drums
8111,4331,v_Cp4a_gN4pDQ,https://www.youtube.com/watch?v=Cp4a_gN4pDQ,65.18,0,31.29,Three men are seen sitting behind a set of bongo drums playing quickly while several camera flashes are shown.,men,play,drums
8112,4332,v_Cp4a_gN4pDQ,https://www.youtube.com/watch?v=Cp4a_gN4pDQ,65.18,0,31.29,Three men are seen sitting behind a set of bongo drums playing quickly while several camera flashes are shown.,camera flashes,is,6
8113,4333,v_Cp4a_gN4pDQ,https://www.youtube.com/watch?v=Cp4a_gN4pDQ,65.18,30.62,65.18, The men continue playing again while laughing and smiling at one another.,men,play,again
8114,4335,v_owflykBauOA,https://www.youtube.com/watch?v=owflykBauOA,25.95,0,10.38,"A teenaged boy jumps on a skateboard, skating across a street and up a driveway before going back onto the street.",boy,is,teenaged
8115,4335,v_owflykBauOA,https://www.youtube.com/watch?v=owflykBauOA,25.95,0,10.38,"A teenaged boy jumps on a skateboard, skating across a street and up a driveway before going back onto the street.",boy,jump on,skateboard
8116,4336,v_owflykBauOA,https://www.youtube.com/watch?v=owflykBauOA,25.95,0,10.38,"A teenaged boy jumps on a skateboard, skating across a street and up a driveway before going back onto the street.",boy,skate across,street
8117,4336,v_owflykBauOA,https://www.youtube.com/watch?v=owflykBauOA,25.95,0,10.38,"A teenaged boy jumps on a skateboard, skating across a street and up a driveway before going back onto the street.",boy,skate up,driveway
8118,4338,v_owflykBauOA,https://www.youtube.com/watch?v=owflykBauOA,25.95,11.81,22.45," He dismounts, talking as he kicks the board.",man,kick,board
8119,4338,v_owflykBauOA,https://www.youtube.com/watch?v=owflykBauOA,25.95,11.81,22.45," He dismounts, talking as he kicks the board.",man,talk,board
8120,4338,v_owflykBauOA,https://www.youtube.com/watch?v=owflykBauOA,25.95,11.81,22.45," He dismounts, talking as he kicks the board.",man,dismount,board
8121,4340,v_owflykBauOA,https://www.youtube.com/watch?v=owflykBauOA,25.95,24.01,25.95," He smiles at the camera, wearing sunglasses.",sunglasses,is,sunglasses
8122,4341,v_Pr3iVnKpv0c,https://www.youtube.com/watch?v=Pr3iVnKpv0c,84.23,0.83,82.97,A teen plays violin in a room.,teen,play,violin
8123,4341,v_Pr3iVnKpv0c,https://www.youtube.com/watch?v=Pr3iVnKpv0c,84.23,0.83,82.97,A teen plays violin in a room.,violin,in,room
8124,4342,v_Pr3iVnKpv0c,https://www.youtube.com/watch?v=Pr3iVnKpv0c,84.23,41.68,46.75, The teen holds the violin with the left hand moving the fingers and playing with the bow.,fingers,move,left hand
8125,4342,v_Pr3iVnKpv0c,https://www.youtube.com/watch?v=Pr3iVnKpv0c,84.23,41.68,46.75, The teen holds the violin with the left hand moving the fingers and playing with the bow.,teen,hold,violin
8126,4343,v_Pr3iVnKpv0c,https://www.youtube.com/watch?v=Pr3iVnKpv0c,84.23,41.68,46.75, The teen holds the violin with the left hand moving the fingers and playing with the bow.,teen,play with,bow
8127,4345,v_YPXeQVi39nU,https://www.youtube.com/watch?v=YPXeQVi39nU,137.74,0,15.14,A man is on the beach with a bike.,man,with,bike
8128,4345,v_YPXeQVi39nU,https://www.youtube.com/watch?v=YPXeQVi39nU,137.74,0,15.14,A man is on the beach with a bike.,man,on,beach
8129,4346,v_YPXeQVi39nU,https://www.youtube.com/watch?v=YPXeQVi39nU,137.74,17.9,83.33, He sands down his surfboard.,surfboard,is,sanded
8130,4347,v_YPXeQVi39nU,https://www.youtube.com/watch?v=YPXeQVi39nU,137.74,84.7,137.74, He goes surfing in the water.,surfing,in,water
8131,4347,v_YPXeQVi39nU,https://www.youtube.com/watch?v=YPXeQVi39nU,137.74,84.7,137.74, He goes surfing in the water.,surfer,go,surfing
8132,4348,v_xH7qxBIz-tU,https://www.youtube.com/watch?v=xH7qxBIz-tU,190.66,0,1.9,A man in a suit shows up on the screen.,man,appear on,screen
8133,4348,v_xH7qxBIz-tU,https://www.youtube.com/watch?v=xH7qxBIz-tU,190.66,0,1.9,A man in a suit shows up on the screen.,man,in,suit
8134,4349,v_xH7qxBIz-tU,https://www.youtube.com/watch?v=xH7qxBIz-tU,190.66,1.9,180.16, The man begins to fight with another man.,man,fight with,man
8135,4350,v_xH7qxBIz-tU,https://www.youtube.com/watch?v=xH7qxBIz-tU,190.66,87.69,92.47, The man in the suit resets his stance.,man,have,stance
8136,4351,v_xH7qxBIz-tU,https://www.youtube.com/watch?v=xH7qxBIz-tU,190.66,110.58,119.16, After fighting more the man in the suit resets his stance again.,man,fight,man
8137,4351,v_xH7qxBIz-tU,https://www.youtube.com/watch?v=xH7qxBIz-tU,190.66,110.58,119.16, After fighting more the man in the suit resets his stance again.,man,reset,stance
8138,4352,v_xH7qxBIz-tU,https://www.youtube.com/watch?v=xH7qxBIz-tU,190.66,180.16,190.66, After the fighting continues another man shows up in the room and escorts the man in the suit out.,man,show up in,room
8139,4352,v_xH7qxBIz-tU,https://www.youtube.com/watch?v=xH7qxBIz-tU,190.66,180.16,190.66, After the fighting continues another man shows up in the room and escorts the man in the suit out.,man,is,escorting
8140,4353,v_jCNaa108OhI,https://www.youtube.com/watch?v=jCNaa108OhI,137.5,6.19,61.18,People shovels the snow using a wheeled snow shovel.,snow,shoveled with,snow shovel
8141,4353,v_jCNaa108OhI,https://www.youtube.com/watch?v=jCNaa108OhI,137.5,6.19,61.18,People shovels the snow using a wheeled snow shovel.,snow shovel,is,wheeled
8142,4354,v_jCNaa108OhI,https://www.youtube.com/watch?v=jCNaa108OhI,137.5,61.88,134.75," Then, a man demonstrates how to shovel the snow, the he uses a bag.",man,demonstrate,snow
8143,4355,v_jCNaa108OhI,https://www.youtube.com/watch?v=jCNaa108OhI,137.5,61.88,134.75," Then, a man demonstrates how to shovel the snow, the he uses a bag.",man,use,bag
8144,4356,v_5c1zqvr3yKM,https://www.youtube.com/watch?v=5c1zqvr3yKM,80.31,6.01,7.63,A woman is holding a cat onto a table.,woman,hold,cat
8145,4356,v_5c1zqvr3yKM,https://www.youtube.com/watch?v=5c1zqvr3yKM,80.31,6.01,7.63,A woman is holding a cat onto a table.,cat,onto,table
8146,4357,v_5c1zqvr3yKM,https://www.youtube.com/watch?v=5c1zqvr3yKM,80.31,7.63,59.84, She starts clipping the cats nails with a tool.,cat,start,clip
8147,4357,v_5c1zqvr3yKM,https://www.youtube.com/watch?v=5c1zqvr3yKM,80.31,7.63,59.84, She starts clipping the cats nails with a tool.,cat,is,3
8148,4357,v_5c1zqvr3yKM,https://www.youtube.com/watch?v=5c1zqvr3yKM,80.31,7.63,59.84, She starts clipping the cats nails with a tool.,cat,is,4
8149,4357,v_5c1zqvr3yKM,https://www.youtube.com/watch?v=5c1zqvr3yKM,80.31,7.63,59.84, She starts clipping the cats nails with a tool.,cat,is,5
8150,4357,v_5c1zqvr3yKM,https://www.youtube.com/watch?v=5c1zqvr3yKM,80.31,7.63,59.84, She starts clipping the cats nails with a tool.,cat,is,6
8151,4357,v_5c1zqvr3yKM,https://www.youtube.com/watch?v=5c1zqvr3yKM,80.31,7.63,59.84, She starts clipping the cats nails with a tool.,cat,is,7
8152,4357,v_5c1zqvr3yKM,https://www.youtube.com/watch?v=5c1zqvr3yKM,80.31,7.63,59.84, She starts clipping the cats nails with a tool.,cat,is,8
8153,4357,v_5c1zqvr3yKM,https://www.youtube.com/watch?v=5c1zqvr3yKM,80.31,7.63,59.84, She starts clipping the cats nails with a tool.,cat,is,9
8154,4357,v_5c1zqvr3yKM,https://www.youtube.com/watch?v=5c1zqvr3yKM,80.31,7.63,59.84, She starts clipping the cats nails with a tool.,cat,is,10
8155,4357,v_5c1zqvr3yKM,https://www.youtube.com/watch?v=5c1zqvr3yKM,80.31,7.63,59.84, She starts clipping the cats nails with a tool.,cat,is,11
8156,4357,v_5c1zqvr3yKM,https://www.youtube.com/watch?v=5c1zqvr3yKM,80.31,7.63,59.84, She starts clipping the cats nails with a tool.,cat,is,12
8157,4357,v_5c1zqvr3yKM,https://www.youtube.com/watch?v=5c1zqvr3yKM,80.31,7.63,59.84, She starts clipping the cats nails with a tool.,cat,is,13
8158,4357,v_5c1zqvr3yKM,https://www.youtube.com/watch?v=5c1zqvr3yKM,80.31,7.63,59.84, She starts clipping the cats nails with a tool.,cat,is,14
8159,4357,v_5c1zqvr3yKM,https://www.youtube.com/watch?v=5c1zqvr3yKM,80.31,7.63,59.84, She starts clipping the cats nails with a tool.,cat,is,15
8160,4358,v_5c1zqvr3yKM,https://www.youtube.com/watch?v=5c1zqvr3yKM,80.31,61.04,63.45, She finishes and pets the cat.,cat,pet by,woman
8161,4359,v_aNQRlsp5yv8,https://www.youtube.com/watch?v=aNQRlsp5yv8,213.44,4.26,71.5,A man and a boy make a sand castle in the beach.,man,make,sand castle
8162,4359,v_aNQRlsp5yv8,https://www.youtube.com/watch?v=aNQRlsp5yv8,213.44,4.26,71.5,A man and a boy make a sand castle in the beach.,boy,make,sand castle
8163,4359,v_aNQRlsp5yv8,https://www.youtube.com/watch?v=aNQRlsp5yv8,213.44,4.26,71.5,A man and a boy make a sand castle in the beach.,boy,in,beach
8164,4360,v_aNQRlsp5yv8,https://www.youtube.com/watch?v=aNQRlsp5yv8,213.44,45.88,83.23, People approach to watch the castle and start to make small house next the sand castle.,people,approach,castle
8165,4360,v_aNQRlsp5yv8,https://www.youtube.com/watch?v=aNQRlsp5yv8,213.44,45.88,83.23, People approach to watch the castle and start to make small house next the sand castle.,people,make,house
8166,4360,v_aNQRlsp5yv8,https://www.youtube.com/watch?v=aNQRlsp5yv8,213.44,45.88,83.23, People approach to watch the castle and start to make small house next the sand castle.,house,is,small
8167,4360,v_aNQRlsp5yv8,https://www.youtube.com/watch?v=aNQRlsp5yv8,213.44,45.88,83.23, People approach to watch the castle and start to make small house next the sand castle.,house,next to,castle
8168,4360,v_aNQRlsp5yv8,https://www.youtube.com/watch?v=aNQRlsp5yv8,213.44,45.88,83.23, People approach to watch the castle and start to make small house next the sand castle.,castle,is,sand
8169,4361,v_aNQRlsp5yv8,https://www.youtube.com/watch?v=aNQRlsp5yv8,213.44,88.58,120.58, A little girl is doing more houses next to the castle.,girl,do,houses
8170,4361,v_aNQRlsp5yv8,https://www.youtube.com/watch?v=aNQRlsp5yv8,213.44,88.58,120.58, A little girl is doing more houses next to the castle.,houses,next to,castle
8171,4362,v_aNQRlsp5yv8,https://www.youtube.com/watch?v=aNQRlsp5yv8,213.44,72.56,191.02, The man digs a hole in the center while the boy help extend the castle.,man,dig,hole
8172,4362,v_aNQRlsp5yv8,https://www.youtube.com/watch?v=aNQRlsp5yv8,213.44,72.56,191.02, The man digs a hole in the center while the boy help extend the castle.,hole,in,castle
8173,4363,v_aNQRlsp5yv8,https://www.youtube.com/watch?v=aNQRlsp5yv8,213.44,72.56,191.02, The man digs a hole in the center while the boy help extend the castle.,boy,help,extend
8174,4363,v_aNQRlsp5yv8,https://www.youtube.com/watch?v=aNQRlsp5yv8,213.44,72.56,191.02, The man digs a hole in the center while the boy help extend the castle.,boy,is,2
8175,4363,v_aNQRlsp5yv8,https://www.youtube.com/watch?v=aNQRlsp5yv8,213.44,72.56,191.02, The man digs a hole in the center while the boy help extend the castle.,castle,is,2
8176,4364,v_QYb2ektVZek,https://www.youtube.com/watch?v=QYb2ektVZek,150.55,1.5,8.27,A woman walks on the street wearing a cap.,woman,wear,cap
8177,4364,v_QYb2ektVZek,https://www.youtube.com/watch?v=QYb2ektVZek,150.55,1.5,8.27,A woman walks on the street wearing a cap.,woman,walk on,street
8178,4365,v_QYb2ektVZek,https://www.youtube.com/watch?v=QYb2ektVZek,150.55,8.27,57.2," A city is zoom in a map, then a girl performs water sky in a river pulled by a boat while flipping in the air.",girl,perform,water sky
8179,4365,v_QYb2ektVZek,https://www.youtube.com/watch?v=QYb2ektVZek,150.55,8.27,57.2," A city is zoom in a map, then a girl performs water sky in a river pulled by a boat while flipping in the air.",girl,in,river
8180,4365,v_QYb2ektVZek,https://www.youtube.com/watch?v=QYb2ektVZek,150.55,8.27,57.2," A city is zoom in a map, then a girl performs water sky in a river pulled by a boat while flipping in the air.",girl,pull,boat
8181,4365,v_QYb2ektVZek,https://www.youtube.com/watch?v=QYb2ektVZek,150.55,8.27,57.2," A city is zoom in a map, then a girl performs water sky in a river pulled by a boat while flipping in the air.",boat,in,river
8182,4366,v_QYb2ektVZek,https://www.youtube.com/watch?v=QYb2ektVZek,150.55,8.27,57.2," A city is zoom in a map, then a girl performs water sky in a river pulled by a boat while flipping in the air.",city,zoom in,map
8183,4367,v_QYb2ektVZek,https://www.youtube.com/watch?v=QYb2ektVZek,150.55,60.22,136.25," A road is leading to a water ski station, then a woman slides on ramps in the water holding a water ski rope.",road,lead to,water ski station
8184,4368,v_QYb2ektVZek,https://www.youtube.com/watch?v=QYb2ektVZek,150.55,60.22,136.25," A road is leading to a water ski station, then a woman slides on ramps in the water holding a water ski rope.",woman,hold,rope
8185,4368,v_QYb2ektVZek,https://www.youtube.com/watch?v=QYb2ektVZek,150.55,60.22,136.25," A road is leading to a water ski station, then a woman slides on ramps in the water holding a water ski rope.",woman,slide on,ramps
8186,4368,v_QYb2ektVZek,https://www.youtube.com/watch?v=QYb2ektVZek,150.55,60.22,136.25," A road is leading to a water ski station, then a woman slides on ramps in the water holding a water ski rope.",woman,hold,water ski
8187,4368,v_QYb2ektVZek,https://www.youtube.com/watch?v=QYb2ektVZek,150.55,60.22,136.25," A road is leading to a water ski station, then a woman slides on ramps in the water holding a water ski rope.",ramps,in,water
8188,4369,v_QYb2ektVZek,https://www.youtube.com/watch?v=QYb2ektVZek,150.55,82.8,85.06, A man takes pictures to the girl.,man,take,pictures
8189,4369,v_QYb2ektVZek,https://www.youtube.com/watch?v=QYb2ektVZek,150.55,82.8,85.06, A man takes pictures to the girl.,girl,in,pictures
8190,4370,v_QYb2ektVZek,https://www.youtube.com/watch?v=QYb2ektVZek,150.55,136.25,147.55, Then the girl change clothes and stand on a truck holding prizes.,girl,change,clothes
8191,4371,v_QYb2ektVZek,https://www.youtube.com/watch?v=QYb2ektVZek,150.55,136.25,147.55, Then the girl change clothes and stand on a truck holding prizes.,girl,stand on,truck
8192,4371,v_QYb2ektVZek,https://www.youtube.com/watch?v=QYb2ektVZek,150.55,136.25,147.55, Then the girl change clothes and stand on a truck holding prizes.,girl,hold,prizes
8193,4372,v_UeuZeIASSPw,https://www.youtube.com/watch?v=UeuZeIASSPw,129.02,0,16.12,woman is standing in a racetrack and start running to make a long jump.,woman,stand in,racetrack
8194,4373,v_UeuZeIASSPw,https://www.youtube.com/watch?v=UeuZeIASSPw,129.02,0,16.12,woman is standing in a racetrack and start running to make a long jump.,woman,start running,make
8195,4373,v_UeuZeIASSPw,https://www.youtube.com/watch?v=UeuZeIASSPw,129.02,0,16.12,woman is standing in a racetrack and start running to make a long jump.,woman,make,long jump
8196,4374,v_UeuZeIASSPw,https://www.youtube.com/watch?v=UeuZeIASSPw,129.02,16.12,22.57, man stands and marks the space where the woman jumped.,man,stand in,space
8197,4374,v_UeuZeIASSPw,https://www.youtube.com/watch?v=UeuZeIASSPw,129.02,16.12,22.57, man stands and marks the space where the woman jumped.,man,mark in,space
8198,4374,v_UeuZeIASSPw,https://www.youtube.com/watch?v=UeuZeIASSPw,129.02,16.12,22.57, man stands and marks the space where the woman jumped.,woman,jump in,space
8199,4375,v_UeuZeIASSPw,https://www.youtube.com/watch?v=UeuZeIASSPw,129.02,22.57,72.26, the long jump is repeated and a new woman is running in the race track to make the long jump too and a man sits rise a whie flag.,woman,run in,race track
8200,4375,v_UeuZeIASSPw,https://www.youtube.com/watch?v=UeuZeIASSPw,129.02,22.57,72.26, the long jump is repeated and a new woman is running in the race track to make the long jump too and a man sits rise a whie flag.,woman,run in,long jump
8201,4375,v_UeuZeIASSPw,https://www.youtube.com/watch?v=UeuZeIASSPw,129.02,22.57,72.26, the long jump is repeated and a new woman is running in the race track to make the long jump too and a man sits rise a whie flag.,long jump,repeat,long jump
8202,4376,v_UeuZeIASSPw,https://www.youtube.com/watch?v=UeuZeIASSPw,129.02,22.57,72.26, the long jump is repeated and a new woman is running in the race track to make the long jump too and a man sits rise a whie flag.,man,sit on,flag
8203,4376,v_UeuZeIASSPw,https://www.youtube.com/watch?v=UeuZeIASSPw,129.02,22.57,72.26, the long jump is repeated and a new woman is running in the race track to make the long jump too and a man sits rise a whie flag.,flag,is,white
8204,4377,v_UeuZeIASSPw,https://www.youtube.com/watch?v=UeuZeIASSPw,129.02,72.26,129.02, woman is in race trakc while other men are in the background and the woman makes the long jump in the competition and then a repetition is shown along the results.,woman,in,race track
8205,4377,v_UeuZeIASSPw,https://www.youtube.com/watch?v=UeuZeIASSPw,129.02,72.26,129.02, woman is in race trakc while other men are in the background and the woman makes the long jump in the competition and then a repetition is shown along the results.,men,in,race track
8206,4378,v_UeuZeIASSPw,https://www.youtube.com/watch?v=UeuZeIASSPw,129.02,72.26,129.02, woman is in race trakc while other men are in the background and the woman makes the long jump in the competition and then a repetition is shown along the results.,woman,make,jump
8207,4378,v_UeuZeIASSPw,https://www.youtube.com/watch?v=UeuZeIASSPw,129.02,72.26,129.02, woman is in race trakc while other men are in the background and the woman makes the long jump in the competition and then a repetition is shown along the results.,woman,in,competition
8208,4379,v_UeuZeIASSPw,https://www.youtube.com/watch?v=UeuZeIASSPw,129.02,72.26,129.02, woman is in race trakc while other men are in the background and the woman makes the long jump in the competition and then a repetition is shown along the results.,repetition,show along,results
8209,4381,v_civPiYFf2vE,https://www.youtube.com/watch?v=civPiYFf2vE,103.3,3.09,17.04, We see a man holding a vacuum and using the vacuum to hold two bowling balls.,man,hold,vacuum
8210,4382,v_civPiYFf2vE,https://www.youtube.com/watch?v=civPiYFf2vE,103.3,3.09,17.04, We see a man holding a vacuum and using the vacuum to hold two bowling balls.,man,hold,bowling balls
8211,4382,v_civPiYFf2vE,https://www.youtube.com/watch?v=civPiYFf2vE,103.3,3.09,17.04, We see a man holding a vacuum and using the vacuum to hold two bowling balls.,bowling balls,is,2
8212,4383,v_civPiYFf2vE,https://www.youtube.com/watch?v=civPiYFf2vE,103.3,18.6,56.81, The man vacuums stairs and a car interior.,man,vacuum,stairs
8213,4383,v_civPiYFf2vE,https://www.youtube.com/watch?v=civPiYFf2vE,103.3,18.6,56.81, The man vacuums stairs and a car interior.,man,vacuum,car interior
8214,4385,v_civPiYFf2vE,https://www.youtube.com/watch?v=civPiYFf2vE,103.3,57.84,87.8," We see the vacuum and the man vacuums the ceiling, couch, blinds and others.",man,vacuum,ceiling
8215,4385,v_civPiYFf2vE,https://www.youtube.com/watch?v=civPiYFf2vE,103.3,57.84,87.8," We see the vacuum and the man vacuums the ceiling, couch, blinds and others.",man,vacuum,couch
8216,4385,v_civPiYFf2vE,https://www.youtube.com/watch?v=civPiYFf2vE,103.3,57.84,87.8," We see the vacuum and the man vacuums the ceiling, couch, blinds and others.",man,vacuum,blinds
8217,4386,v_civPiYFf2vE,https://www.youtube.com/watch?v=civPiYFf2vE,103.3,90.38,103.3, We see the man empty the canister and put the vacuum in  a closet.,man,put,vacuum
8218,4386,v_civPiYFf2vE,https://www.youtube.com/watch?v=civPiYFf2vE,103.3,90.38,103.3, We see the man empty the canister and put the vacuum in  a closet.,man,empty,canister
8219,4386,v_civPiYFf2vE,https://www.youtube.com/watch?v=civPiYFf2vE,103.3,90.38,103.3, We see the man empty the canister and put the vacuum in  a closet.,vacuum,in,closet
8220,4387,v_Gg8Ha8OPtZ0,https://www.youtube.com/watch?v=Gg8Ha8OPtZ0,21.43,1.5,14.03,"There are two young boys, one dressed in a red shirt and the other in a striped shirt at a bowling alley.",bowling alley,have,boy
