,video_id,video_path,begin_frame,end_frame,captions,subject,predicate,object
66267,v_oT42qP2zIXo,https://www.youtube.com/watch?v=oT42qP2zIXo,0.0,17.84,"An intro appears of a person standing in front of objects on a counter, then a white screen appears with a picture of an owl and the words on the screen that include a website and the gray words Samurai Pro Knife Sharpener.",person,stand in front of,objects
9234,v_aFpWNTroghs,https://www.youtube.com/watch?v=aFpWNTroghs,0.0,20.49,An intro comes into the screen for a video about removing mulch.,video,about,remove
16165,v_Bnw54GNBKlU,https://www.youtube.com/watch?v=Bnw54GNBKlU,0.0,45.46,woman is sitting in a sidewalk talking to the camera next to a green bucket.,woman,sit in,sidewalk
15644,v_a7FNzxXWvgU,https://www.youtube.com/watch?v=a7FNzxXWvgU,75.02,105.36, The man then opens a bag of Swiss cheese and places a slice on each bread slice.,bag,is,swiss cheese
67298,v_b7Q-Jj9ZEH0,https://www.youtube.com/watch?v=b7Q-Jj9ZEH0,62.27,90.91, The girl slide down again and fell on the pool of ball but on her stomach.,pool,is,ball
67704,v_dPdeb0SgIw8,https://www.youtube.com/watch?v=dPdeb0SgIw8,0.0,28.82,A TV reporter is talking while shows a screen of a person playing hockey on ice.,TV,show,person
48025,v_KuAVv3uS4zc,https://www.youtube.com/watch?v=KuAVv3uS4zc,106.98,172.55, All men continue to ride through the track until one eventually wins while one chases him.,chase,is,2
11151,v_YaHTgeeDs7s,https://www.youtube.com/watch?v=YaHTgeeDs7s,24.79,39.66, They have smiles on their faces as they continue to go around the track.,people,go around,track
73461,v_tJcbG_HGZE8,https://www.youtube.com/watch?v=tJcbG_HGZE8,84.76,168.63, They stick that to their door.,stick,stick to,door
34235,v_GRGBMJG1Koc,https://www.youtube.com/watch?v=GRGBMJG1Koc,126.14,195.77,"  More kites fly as people watch the varied styles of kite, including one kite shaped like a dog.",kite,is,dog
72331,v_evXdygHVzNc,https://www.youtube.com/watch?v=evXdygHVzNc,1.2,17.16,"A teen spins holding a disc in his right hand, then the girl throws the disc while competing in a stadium.",teen,hold,disc
44383,v_DVlDRG0SxG8,https://www.youtube.com/watch?v=DVlDRG0SxG8,0.0,20.97,The front of a yellow kayak is seen as the boat floats through turbulent white waters of a river.,kayak,is,yellow
76467,v_tr1sNwRTMd8,https://www.youtube.com/watch?v=tr1sNwRTMd8,0.0,30.24,"A woman wearing number 177 is standing in place, she crosses her heart and get prepared to run.",woman,wear,number
64541,v_zcdJNPYkIE0,https://www.youtube.com/watch?v=zcdJNPYkIE0,21.81,23.13, The man makes a pushing gesture towards the camera.,gesture,towards,camera
40722,v_JRg3W4xKvJI,https://www.youtube.com/watch?v=JRg3W4xKvJI,0.0,5.45,An intro clip appears and it's an animation of a gray rocking chair rocking on a very light gray screen that have orange words that say THE Strippers! and the white letters M&R in a dark blue oval.,chair,on,screen
55628,v_at2XbuHG5WQ,https://www.youtube.com/watch?v=at2XbuHG5WQ,58.69,91.7," He scrapes the paint off the fence, then repaints it with fresh paint.",paint,is,repainted
74818,v_gvHcfC9snJA,https://www.youtube.com/watch?v=gvHcfC9snJA,0.0,4.48, She holds a curling iron in her hair.,hair,hold,curling iron
22353,v_hIjOvSJf9c0,https://www.youtube.com/watch?v=hIjOvSJf9c0,86.12,146.65," Then they lay paper down, cut the paper, and align it onto the wall.",paper,lay on,wall
3485,v_5MjAgMF_FzA,https://www.youtube.com/watch?v=5MjAgMF_FzA,10.37,22.92, A cook is in front of a professional stove putting seasoning into a metal pan and warming a pan over a gas lit blue flame.,pan,is,professional
50166,v_kcB7HQPxzDM,https://www.youtube.com/watch?v=kcB7HQPxzDM,1.93,19.68,"Lithuanian Zinaida Sendriute throws the discus 64 meters to lead out for her third throw, waving to the camera as she walks off.",Zinaida Sendriute,throw,3
47731,v_Mcutz37Bowg,https://www.youtube.com/watch?v=Mcutz37Bowg,15.49,33.5, He ties the end and folds it into double knots.,fold,is,2
20158,v_ZA_XYgP4fMA,https://www.youtube.com/watch?v=ZA_XYgP4fMA,43.34,70.47, They keep starting again until one of them eventually wins.,player,win,game
17365,v_jC1He93cebg,https://www.youtube.com/watch?v=jC1He93cebg,71.71,100.3, Another man is seen exercising and ends with text on the screen.,man,exercise,
77678,v_ktYgm8bRK-g,https://www.youtube.com/watch?v=ktYgm8bRK-g,136.28,151.42,"Lastly, another small videos appears showing advertisements for the Jump Rope sisters youtube page.",advertisements,for,youtube page
38839,v_FwV1XbjLJHY,https://www.youtube.com/watch?v=FwV1XbjLJHY,73.68,108.26," After, the woman puts a cup on top and shake it, and serves in a cup with a slice of lemon.",cup,is,shaking
38543,v_HDHS_7pOiDk,https://www.youtube.com/watch?v=HDHS_7pOiDk,13.83,23.85, The woman helps the girl down and jumps along the ground until she falls.,woman,help,girl
55733,v_02V8Hz-M6BM,https://www.youtube.com/watch?v=02V8Hz-M6BM,7.76,36.58, The men in green vest are walking on both sides of the parade.,men,is,walking on both sides of
70621,v_NiQaDgj8Z10,https://www.youtube.com/watch?v=NiQaDgj8Z10,67.4,105.44,"the lady starts by putting the 300 hula hoops around her body as she bend over to get a good grip on them,she then stands straight up and starts to twirl all 300 hula hoops around her body.",woman,twirl,hula hoops
7707,v_ta9cB1q4AzU,https://www.youtube.com/watch?v=ta9cB1q4AzU,0.0,85.04,A man talks and then walks in the street until to arrive to an ice cream shop.,man,talk in,street
268,v_zihMznAYlV0,https://www.youtube.com/watch?v=zihMznAYlV0,43.68,51.32, The man spins while sliding across a platform in the sumo suit.,man,wear,sumo suit
69236,v_ApH2nZIq2tU,https://www.youtube.com/watch?v=ApH2nZIq2tU,27.57,42.1, Words appear on the screen talking about celebrating March 4th with a parade.,parade,celebrate,04-Mar
39812,v_sA8fmJulHMs,https://www.youtube.com/watch?v=sA8fmJulHMs,27.38,68.71, He sucks down the cigarette all the way down to the bud.,cigarette,is,bud
6484,v_F6FyJl5OQ0A,https://www.youtube.com/watch?v=F6FyJl5OQ0A,12.81,18.3, A man is now standing on a waterboard that the blue shoes are attached to and he's holding a blue rope attached to a triangular handle.,man,stand on,waterboard
80655,v_5z6q_Ix3kWI,https://www.youtube.com/watch?v=5z6q_Ix3kWI,49.88,67.48,  Skiis down a rather large hillside or mountain.,hillside,is,large
15423,v_U_4goX5w_1c,https://www.youtube.com/watch?v=U_4goX5w_1c,0.0,15.06,A black male athlete run in the field then hopped and jumped and landed on the sandy field.,athlete,hop,
26302,v_4FGdbFzq-8I,https://www.youtube.com/watch?v=4FGdbFzq-8I,7.06,31.95,A man is seen sitting in the back of a car waxing down a surf board and another man speaking to the camera.,man,wax down,surf board
42253,v_4-Xe_9Ywvd8,https://www.youtube.com/watch?v=4-Xe_9Ywvd8,13.73,112.38, They cheer and flip as they jog across the field.,people,flip,across
9667,v_n18TxTWnbFI,https://www.youtube.com/watch?v=n18TxTWnbFI,3.01,6.84, They jump off the diving board into the pool.,people,jump into,pool
15793,v_hx0WYKDa7PM,https://www.youtube.com/watch?v=hx0WYKDa7PM,87.17,100.2, The diver gets out of the water and walks away as a cameraman follows him.,cameraman,follow,diver
29326,v_GAEavSUmQRk,https://www.youtube.com/watch?v=GAEavSUmQRk,30.29,216.34, He attaches the key to the trumpet and continues to speak and demonstrate important features of the trumpet.,key,attach to,trumpet
6044,v_q4FZTmaqEx8,https://www.youtube.com/watch?v=q4FZTmaqEx8,125.17,203.52, The man continues taking off tiles on the roof and gluing others down and ends by smiling to the camera.,tiles,is,roof
52196,v_CZGDWYYkO-U,https://www.youtube.com/watch?v=CZGDWYYkO-U,0.0,53.46,A girl wearing glasses is seen speaking to the camera that leads into her taking them off and holding them to her camera.,camera,is,5
31788,v_1gradpCDbPU,https://www.youtube.com/watch?v=1gradpCDbPU,12.95,41.24, The woman and child stick their hands under a sink to wash them off.,child,stick,hands
77611,v_pS-BoCsMcpQ,https://www.youtube.com/watch?v=pS-BoCsMcpQ,21.04,50.63, They stop and get a in a circle in the pool and start throwing the ball between each other.,people,get,in
30187,v_iXLXRHHFp60,https://www.youtube.com/watch?v=iXLXRHHFp60,43.98,161.25, There are several jockeys playing polo on the field in an event.,jockeys,in,event
69422,v_hvCYwmaukDw,https://www.youtube.com/watch?v=hvCYwmaukDw,50.81,60.49," A man grabs a pepsi can and throws it to a sumo and all the sumos run to the cooler, drinks a pepsi, then they're shown walking off with the pepsi cooler.",man,throw,can
34082,v_o7O6XJYVDRE,https://www.youtube.com/watch?v=o7O6XJYVDRE,0.76,31.07,Supplies to wrap a gift is laying on a wooden table.,gift,lay on,table
61617,v_kqVIHq94kgs,https://www.youtube.com/watch?v=kqVIHq94kgs,63.1,63.87, She laughs and puts her hands in the air.,woman,laugh,hands
19957,v_Z4KErmUO3gw,https://www.youtube.com/watch?v=Z4KErmUO3gw,19.2,166.7, We switch to ladies dancing around a bull in a rind.,ladies,dance around,bull
72057,v_weB3srg6o4c,https://www.youtube.com/watch?v=weB3srg6o4c,0.0,48.05,man is sitting in a handwash and another man enters in the bathrrom and start a conversation.,man,start,conversation
15339,v_snG89ed-64M,https://www.youtube.com/watch?v=snG89ed-64M,0.0,20.02,A small group of people are seen playing lacrosse on a field running up and down the field and pushing one another.,people,run up and down,field
73210,v__032TQam_mY,https://www.youtube.com/watch?v=_032TQam_mY,7.94,26.6, She starts brushing a horse with the brush.,horse,with,brush
76471,v_tr1sNwRTMd8,https://www.youtube.com/watch?v=tr1sNwRTMd8,30.24,46.16, She breathes in deeply and starts to run really fast down the field.,woman,breathe in,deeply
28562,v_45Bscg4Qe-I,https://www.youtube.com/watch?v=45Bscg4Qe-I,0.0,53.13,A group of people go to a bowling alley and fail hilariously.,people,fail,hilariously
63842,v_Kwhp0DNop9I,https://www.youtube.com/watch?v=Kwhp0DNop9I,6.84,195.47, peolpe are scuba diving in the sea next to the pier with bags on their backs and showing the fishes and rocks on the floor.,people,have,bags
29739,v_vZVnMzH4pkc,https://www.youtube.com/watch?v=vZVnMzH4pkc,57.83,64.84, The two men pick up a cup and drink it.,men,pick up,cup
52350,v_4_CcDjbCXBQ,https://www.youtube.com/watch?v=4_CcDjbCXBQ,46.59,172.55, More highlights of the game are shown as well as team mates celebrating and hugging one another.,team mates,celebrate,game
79405,v_xSpWBpHMxqY,https://www.youtube.com/watch?v=xSpWBpHMxqY,0.0,18.74,"A girl is riding in the back seat of a car, playing lipstick to a baby girl in a car seat.",girl,play with,car seat
42727,v_BuaWU70q7cE,https://www.youtube.com/watch?v=BuaWU70q7cE,0.0,19.23,A teenaged boy and his mother are sitting in bed dressed very relaxed and talking about how to wrap gifts.,boy,sit in,bed
41019,v_iDofsMwceTo,https://www.youtube.com/watch?v=iDofsMwceTo,14.5,97.07,"A series still shot pictures of homes, people, stucco work being done on a home, a list of stucco information begin to play and the opening words before the pictures start say BEST OF THE BEST TELEVISION.",pictures,is,stucco
77868,v_aSFtL7YEbDE,https://www.youtube.com/watch?v=aSFtL7YEbDE,0.0,12.08,A group of people are on a neatly mown field.,field,is,neatly mown
7867,v_3S7EwcX-Rd0,https://www.youtube.com/watch?v=3S7EwcX-Rd0,17.28,61.22, Various highlights are shown of the riders attempting the large jumps.,highlights,show,riders
52937,v_6GYdu5G61g8,https://www.youtube.com/watch?v=6GYdu5G61g8,8.53,12.8, People jumps backwards on the river and floats on their backs.,people,jump on,river
59841,v_0w2XFd-Q9Eg,https://www.youtube.com/watch?v=0w2XFd-Q9Eg,0.0,4.18,A person sits on front a laptop and a cube puzzle.,person,sit on front of,cube puzzle
55513,v_0ysVELHeEyc,https://www.youtube.com/watch?v=0ysVELHeEyc,132.35,165.44, A painted section of the fence is shown.,fence,have,section
70329,v_C8fyaj592GA,https://www.youtube.com/watch?v=C8fyaj592GA,39.93,41.04, The people do jumping jacks to the right of the platform.,people,to right of,platform
6548,v_xfVx1-emCV8,https://www.youtube.com/watch?v=xfVx1-emCV8,20.83,46.64, They return to the overhead angle of the game while the lady prepares to shoot.,game,have,angle
67283,v_s__e_v6aaq0,https://www.youtube.com/watch?v=s__e_v6aaq0,0.0,4.35,A little boy is inside a living room.,boy,inside,living room
33870,v_LZ1142kuCnI,https://www.youtube.com/watch?v=LZ1142kuCnI,0.0,3.17,A person is seen walking around a room carrying a broom.,person,walk around,room
77744,v_i2e67kStfk4,https://www.youtube.com/watch?v=i2e67kStfk4,0.0,18.44,"A child performs on the double uneven bars, while flipping around the bars.",child,flip around,bars
59890,v_g5rkuDdjRVI,https://www.youtube.com/watch?v=g5rkuDdjRVI,45.75,50.48, A man rides downhill backwards.,man,ride downhill,backwards
34660,v_KoCjfxd302Q,https://www.youtube.com/watch?v=KoCjfxd302Q,93.29,121.95," The boy brushes the lid of the pot, and an adult put  plates in the pot and the boy took it out and dip the fork.",fork,in,pot
52073,v_oB6h3DscMUw,https://www.youtube.com/watch?v=oB6h3DscMUw,1.85,8.49,A woman cuts the ends off a sweet potato on a cutting board with a knife.,woman,cut,ends
25666,v_xbWAmySRE88,https://www.youtube.com/watch?v=xbWAmySRE88,37.05,43.59,"First image,the braid pattern is shown on the individuals head as some of her hair is left out around the perimeter of her head.",hair,around,head
11732,v_F2yh5HfIj2c,https://www.youtube.com/watch?v=F2yh5HfIj2c,37.34,126.8, The man enters the swimming pool and proceeds to place a cover on the drain while under water in the scuba gear.,man,under,water
60864,v_LOhacn4jdT4,https://www.youtube.com/watch?v=LOhacn4jdT4,86.47,102.94, A replay of the lift is shown from a different angle.,replay,show from,angle
29469,v_keFBEoBy0zY,https://www.youtube.com/watch?v=keFBEoBy0zY,36.14,88.23, A fireman runs outside carrying a board.,fireman,run outside,board
72252,v_u2uoYvo8J5s,https://www.youtube.com/watch?v=u2uoYvo8J5s,76.24,99.21, The little girl begins to play with the wheel and gets on her knees.,girl,play with,wheel
30900,v_DOfpOkDHe_8,https://www.youtube.com/watch?v=DOfpOkDHe_8,100.75,109.71," The girl ends her routing a little further from the point she started and firmly drops her hands to her side and does a little bow, then opens her legs shoulder length apart and goes back into the same position as she was in when she started.",girl,end at,point
20000,v_3X2CY79a0X8,https://www.youtube.com/watch?v=3X2CY79a0X8,56.26,63.24, The man backs up and swings the lawnmower around in a circle and turns the lawnmower in the opposite direction.,man,back up,lawnmower
78170,v_dSHw52PBi5I,https://www.youtube.com/watch?v=dSHw52PBi5I,0.0,148.84,People in an indoor pool watch on as multiple divers are taking turns and standing at the highest diving point with the word INDIANA on it as they do multiple flips before they land into the pool.,divers,do,flips
78822,v_r09mVf2dQnk,https://www.youtube.com/watch?v=r09mVf2dQnk,4.6,13.8,A custodian sprays the counter of a sink with a spray bottle.,counter,is,sink
25923,v_ZGnnFIDJjaY,https://www.youtube.com/watch?v=ZGnnFIDJjaY,0.0,26.32,"A man is sitting in a chair on the beach and is approached by another man, the first man gets up and applies lotion to the second man.",man,sit on,beach
29634,v_AAQp3iEJxJc,https://www.youtube.com/watch?v=AAQp3iEJxJc,0.0,56.93,Several pictures lead into clips of people riding down a river on canoes and kayaks.,pictures,lead into,kayaks
47141,v_4KgCkxpsN2g,https://www.youtube.com/watch?v=4KgCkxpsN2g,56.3,139.32, Rafters are going down a rough hill and hitting the rocks.,hill,is,rough
7340,v_54chD8QFKyk,https://www.youtube.com/watch?v=54chD8QFKyk,25.57,104.37," A woman takes the cats paws, clipping them gently with a clipper until they are finished.",paws,is,clipped
70650,v_bKVrokdj7HM,https://www.youtube.com/watch?v=bKVrokdj7HM,113.07,123.58, Then he stops and gets up to turn off the camera.,man,stop,camera
1024,v_L2oaUDyzWPA,https://www.youtube.com/watch?v=L2oaUDyzWPA,42.36,63.54, The title screen returns and the man plays with the arrows above him again.,man,play with,arrows
12091,v_x_luDzL03vw,https://www.youtube.com/watch?v=x_luDzL03vw,151.62,156.22, The Man in white is flipped.,man,is,flipped
706,v_mnqSG5o84NE,https://www.youtube.com/watch?v=mnqSG5o84NE,62.92,111.86," After, the man trains another child while showing movements.",child,is,2
23587,v_onW5hJXnI5s,https://www.youtube.com/watch?v=onW5hJXnI5s,94.1,171.84,"  They then show the difficulties of training horses, the dangers of riding them, and the downside of competition.",horses,is,10
24258,v_xF7etZzLFbY,https://www.youtube.com/watch?v=xF7etZzLFbY,9.76,33.8, He instructs the boy on how to turn the mower and go around a small tree.,mower,go around,tree
35593,v_WVM8itzRVjs,https://www.youtube.com/watch?v=WVM8itzRVjs,95.66,105.7, Info about the AIB and the upcoming game are shown.,info,about,AIB
76745,v_yIIDIQDKVhI,https://www.youtube.com/watch?v=yIIDIQDKVhI,103.39,138.38, The Kleva Sharpener is mounted on the refrigerator on a wall and on the table.,wall,mount,Kleva Sharpener
5929,v_R0dqEWnDC7k,https://www.youtube.com/watch?v=R0dqEWnDC7k,74.55,83.08, The next scene shows a team of cricketers wearing white uniforms getting ready to play as they gather in a circle with their captain.,team,play,cricket
13138,v_mL7Ipu-HJ5M,https://www.youtube.com/watch?v=mL7Ipu-HJ5M,100.23,123.74," Lastly, the lady pours the pasta into the sauce.",lady,pour,pasta
22928,v_G3cINUdHdGo,https://www.youtube.com/watch?v=G3cINUdHdGo,17.26,39.48,"  The man then throws three darts against the dartboard, two of which stick to the board, the man goes to retrieve a dart from the board and gestures with his fist and a smile.",darts,is,3
56448,v_9hR1MHvXGv8,https://www.youtube.com/watch?v=9hR1MHvXGv8,106.34,112.52, We see three men in a boat on a river.,men,on,river
55926,v_nSR-JSqGoWQ,https://www.youtube.com/watch?v=nSR-JSqGoWQ,23.61,40.06," The Brazilians follow up with a goal on a penalty kick, taken by an exuberant keeper.",keeper,take,penalty kick
74767,v_PAhJqXTzCOU,https://www.youtube.com/watch?v=PAhJqXTzCOU,0.0,220.86,A man wearing a green cap sits in a car holding a coffee cup talking.,cap,is,green
64343,v_Dx9wjBdbZ1M,https://www.youtube.com/watch?v=Dx9wjBdbZ1M,6.7,11.24,The man is kicking the tile of the roof until it moved.,tile,on,roof
38843,v_4CRacVTadPQ,https://www.youtube.com/watch?v=4CRacVTadPQ,15.79,31.07, She opens the bottle and pours it into a bucket on the ground.,woman,open,bottle
45942,v_B7Q1egUKmZg,https://www.youtube.com/watch?v=B7Q1egUKmZg,0.42,25.38,  A group of children take turns throwing orange and white balls in the net and running up to the net as well.,balls,is,white
64755,v_gyCXP8w8GRA,https://www.youtube.com/watch?v=gyCXP8w8GRA,51.33,75.16,The boy that is kicked falls out on the ground and his mother rushes out to make sure he is okay as the other boy takes a knee.,boy,take,knee
66372,v_TDwSu2nfSXw,https://www.youtube.com/watch?v=TDwSu2nfSXw,97.45,112.75, The instructions to practice are shown as the boy is dancing in the almost empty room.,boy,dance in,room
73198,v_zLF5DSuDixg,https://www.youtube.com/watch?v=zLF5DSuDixg,68.36,120.5, They turn their bodies very quickly building up as much speed as they can before taking their shot.,body,turn,body
46719,v_j5SX_9JKtfs,https://www.youtube.com/watch?v=j5SX_9JKtfs,109.04,196.47," After, the person rinse the sinks with water and dries with a cloth.",person,rinse,sink
23751,v_TCFDMNSYTVw,https://www.youtube.com/watch?v=TCFDMNSYTVw,64.11,83.53, The boy moves to the side of the boat and then flips over the second skier.,skier,is,2
2742,v_EhxFw5Eb1VE,https://www.youtube.com/watch?v=EhxFw5Eb1VE,11.41,67.11," The athlete perform his exhibition on the poles, he stand on his arms while his feet and legs are extended straight up in the air, he turns around, swirl, jumped and twist around then jumped on the mat, standing straight.",legs,is,extended
66039,v_IuY073Pr4E4,https://www.youtube.com/watch?v=IuY073Pr4E4,2.55,9.79, The man walks towards a children's playground.,playground,is,children s
60870,v_S633fHu_NrU,https://www.youtube.com/watch?v=S633fHu_NrU,20.7,119.43," The woman pointed the ingredients such as red bell peppers, celery, carrots, chicken breast, olives, pickled gherkins, olive oil in the bottle, white wine in the bottle, mayonnaise, mustard and gruyere, salt and pepper.",chicken,is,breast
57868,v_45WfFPM5yvw,https://www.youtube.com/watch?v=45WfFPM5yvw,109.77,152.32," He begins sailing on a surfboard, holding on tightly as he speeds up.",man,hold,on
77656,v_ktYgm8bRK-g,https://www.youtube.com/watch?v=ktYgm8bRK-g,24.98,48.45,She progresses and adds another hula hip and both of them go on at the same time.,hula hip,is,7
53402,v_NDWJOqVUGeA,https://www.youtube.com/watch?v=NDWJOqVUGeA,0.0,47.9,A camera pans over a roof and shows several people working and a man being interviewed.,people,is,working
51775,v_v0mUPr68x2U,https://www.youtube.com/watch?v=v0mUPr68x2U,86.78,163.35," The baby floats face up, then a man comes and take the baby.",baby,float,face up
12771,v_hRMSh7vUmGY,https://www.youtube.com/watch?v=hRMSh7vUmGY,24.48,54.2," He does this multiple time for repetition, this is a workout routine.",repetition,is,multiple
25016,v_Tu1oKxyfHTs,https://www.youtube.com/watch?v=Tu1oKxyfHTs,57.62,69.43, The male tries one more time and walks to the edge of the diving board and finally jumps and does a few flips before landing in the water and then swims to the edge of the pool.,male,jump in,water
36993,v_Y5qDKbTkCaY,https://www.youtube.com/watch?v=Y5qDKbTkCaY,8.58,98.63, The Shot Put Introduction appears on screen followed by several athletes performing the sport.,athletes,perform,shot put
56701,v_IbYlWVA8Dh8,https://www.youtube.com/watch?v=IbYlWVA8Dh8,8.19,61.2, A man is seen taking all the parts of a bicycle out of a box.,man,take,parts
12023,v_DcoHV4WiHQk,https://www.youtube.com/watch?v=DcoHV4WiHQk,0.0,4.46,A woman is seen sitting on sand next to a girl.,girl,next to,woman
52857,v_GaxyzK2mHqw,https://www.youtube.com/watch?v=GaxyzK2mHqw,69.86,141.29," woman shows a clean pan, put the butter on the bread and grate the cheese, then put it as a sandwich and in the pan with a lid till the bread is tasty.",woman,show,bread
32519,v_GdrutQ4RrDs,https://www.youtube.com/watch?v=GdrutQ4RrDs,41.95,209.77," She demonstrates how to remove them, showing the final result.",woman,demonstrate,remove
1472,v_GffGGAwbcHo,https://www.youtube.com/watch?v=GffGGAwbcHo,33.75,42.81, A hippie dog lies down on the floor and seems to be hallucinating.,dog,is,hippie
37908,v_1hTqfvjis9E,https://www.youtube.com/watch?v=1hTqfvjis9E,0.0,2.79,A large man is standing on a circular dome in a field.,dome,is,circular
62741,v_jETKNHeojN8,https://www.youtube.com/watch?v=jETKNHeojN8,4.44,13.88,The woman says a few words in the beginning while the dancer stands silently.,dancer,stand,silently
10734,v_gnZssGiQC7A,https://www.youtube.com/watch?v=gnZssGiQC7A,28.45,70.06,"  The man lands on the other side of the pit and gestures to the audience again for applause as men smooth sand over with long handled and wide brush brooms, the audience claps and waves flags and camera people rush around the event capturing it on film.",people,is,rushing
63364,v_nwBb-WkaCYU,https://www.youtube.com/watch?v=nwBb-WkaCYU,0.0,52.6,A person is sitting behind a table doing a rubiks cube blind folded.,person,do,rubiks cube
76647,v_jE0XAclET5w,https://www.youtube.com/watch?v=jE0XAclET5w,78.57,167.16, He picks up another rubiks cube and starts completing it.,cube,pick up,cube
74381,v_6RdkwoTi-98,https://www.youtube.com/watch?v=6RdkwoTi-98,0.26,1.17,  A man in a red t-shirt approaches a players circle on the ground inside of an enclosed metal fence area.,man,approach,players circle
65194,v_AonniE_CsPY,https://www.youtube.com/watch?v=AonniE_CsPY,4.78,19.95, People have their hands on a casino table.,hands,on,casino table
67770,v_Koxtbgzexmw,https://www.youtube.com/watch?v=Koxtbgzexmw,0.06,12.6,Two boys play ping pong across a large ping pong table outdoors while a third boy watches from the sidelines.,table,is,outdoors
41288,v_e6Ti5g_zQ_4,https://www.youtube.com/watch?v=e6Ti5g_zQ_4,0.0,18.62,At a pool place people are all gathered around some pool tables waiting for players to take their turns.,players,wait for,turns
19644,v_6YvF2YHee5I,https://www.youtube.com/watch?v=6YvF2YHee5I,76.22,85.64,"A man pulls up the shovel, and sets it aside.",man,pull up,shovel
76763,v_KTk1Rh8Lgdw,https://www.youtube.com/watch?v=KTk1Rh8Lgdw,73.99,79.28, The young lady put a towel on front her face.,lady,put,towel
8932,v_XztphLXwZjU,https://www.youtube.com/watch?v=XztphLXwZjU,0.0,63.48,"A man is indoors, quickly placing wood tiles onto a floor as the camera plays extremely fast.",tiles,is,wood
34840,v_hY73M6hJqgU,https://www.youtube.com/watch?v=hY73M6hJqgU,32.72,108.09,They mix the eggs around a bowl and place butter and milk into another bowl and mix them all together.,bowl,is,2
32244,v_8im-T1bsyHs,https://www.youtube.com/watch?v=8im-T1bsyHs,36.42,103.36, Her throw is shown again in slow motion followed by several more athletes who take their turns.,athletes,take,turns
75945,v_PIJd7_6RGpY,https://www.youtube.com/watch?v=PIJd7_6RGpY,63.32,79.15," The man sits by the fire pit, enjoying the warmth.",man,enjoy,warmth
50676,v_L9MTwigRhmk,https://www.youtube.com/watch?v=L9MTwigRhmk,101.25,174.57, Two bikers are dancing around before getting back on their bikes to get back on the track for another little race.,bikers,dance around,track
76967,v_HRbBaePTCR8,https://www.youtube.com/watch?v=HRbBaePTCR8,67.13,183.92," The man continue to wake board, he flipped over and then wake board on the water.",man,wake board on,water
38198,v_x0tjkH_zfXA,https://www.youtube.com/watch?v=x0tjkH_zfXA,39.66,45.07, The boys laugh and keep trying to rake the leaves.,boys,keep trying to,rake
32814,v_b2YyPJ02NNQ,https://www.youtube.com/watch?v=b2YyPJ02NNQ,68.87,73.56, A man helps a girl walk on slits.,man,help,girl
22797,v_gEOVtyRAaFY,https://www.youtube.com/watch?v=gEOVtyRAaFY,52.8,135.4," She uses the trimmers to cut the cat's nails, one at a time.",trimmers,cut,nails
19062,v_8W-x068F4tE,https://www.youtube.com/watch?v=8W-x068F4tE,30.03,58.31, He swings himself around and around performing flips and tricks and ends by kissing the crowd and walking away.,crowd,kiss,man
4601,v_kWPvAxLzGw8,https://www.youtube.com/watch?v=kWPvAxLzGw8,0.0,23.79,A woman is sitting down wearing green sunglasses.,woman,sit down,
42134,v_Jj7Xcisw62E,https://www.youtube.com/watch?v=Jj7Xcisw62E,80.27,99.72,As John Cena continues to celebrate the other guy begins talking trash and John Cena looks at him then talks back to the crowd.,guy,talk trash,
7892,v_9wpV8Gknh1E,https://www.youtube.com/watch?v=9wpV8Gknh1E,93.7,126.62," When they are done they stop by a red railing, the worker taps the camel on the face while the rider get off.",people,stop by,railing
65920,v_LWAxCIy4PBw,https://www.youtube.com/watch?v=LWAxCIy4PBw,7.31,10.79, He closes an oven door that is open.,oven door,close,
73889,v_qCy-68g0oXw,https://www.youtube.com/watch?v=qCy-68g0oXw,33.89,76.94, A man takes a drink and leads into the two playing more beer pong.,man,lead,drink
154,v_XD3yFrJHiv8,https://www.youtube.com/watch?v=XD3yFrJHiv8,0.0,16.52,"The woman picks up a clipboard next to her and smooths out the papers that are on top of it while smiling, crosses her legs and sits back.",woman,cross,legs
1215,v_B3ZVUyLeT84,https://www.youtube.com/watch?v=B3ZVUyLeT84,53.54,55.03, Men stand in the beach holding surfboards.,men,stand in,beach
18973,v_UmuWttAYfco,https://www.youtube.com/watch?v=UmuWttAYfco,0.0,10.23,Two men are standing together on a table with their fist up as the referee holds their wrist.,men,stand on,table
48057,v_yUHN5TIprwk,https://www.youtube.com/watch?v=yUHN5TIprwk,40.54,53.78, The woman continues moving her feet as well as others in the class.,woman,move,class
24903,v_8v4NoUJMssI,https://www.youtube.com/watch?v=8v4NoUJMssI,9.95,28.18, The man grabs open a beer bottle with the use of a jug.,man,use,jug
28653,v_IjKWgD0y4rc,https://www.youtube.com/watch?v=IjKWgD0y4rc,11.05,25.79,   Three children in life vests and two supervising adults are on a raft waiting to go rafting.,adults,on,raft
65721,v_ie9PgZt9svA,https://www.youtube.com/watch?v=ie9PgZt9svA,0.0,207.05,A group of girls on a rope jumping team do a routine in a large music hall.,girls,,
68574,v_d8MgSp3oCoA,https://www.youtube.com/watch?v=d8MgSp3oCoA,0.0,39.87,Two sumos stand face to face on front a woman.,sumo,is,standing
